2.3,1335.6,5.5,-3458.8,16377.5,1345.1,0.6,-41.9,1.3,27.7,1.7,23.2
1.5,1335.6,-1.1,-3458.6,16381.6,1345.2,0.7,-42.0,0.9,27.7,2.1,23.1
2.8,1335.5,-4.4,-3458.4,16382.5,1345.3,0.8,-42.0,0.9,27.6,1.2,23.1
-2.9,1335.8,-3.5,-3458.3,16381.6,1345.4,1.3,-42.1,-0.1,27.7,0.8,23.0
-3.7,1336.1,-2.3,-3458.1,16386.0,1345.2,1.1,-42.1,-0.8,27.7,0.1,23.1
-0.8,1336.1,-2.0,-3458.0,16392.4,1344.6,0.2,-42.1,-0.9,27.8,-0.6,23.1
-0.4,1336.1,0.0,-3458.0,16387.5,1344.6,-0.9,-42.1,-0.7,27.8,-0.5,23.2
-5.9,1336.5,-0.4,-3457.9,16388.1,1344.4,-0.9,-42.0,0.1,27.8,2.1,23.0
-4.9,1336.8,-4.5,-3457.6,16391.5,1343.9,-0.7,-42.0,-0.7,27.9,1.3,22.9
-6.4,1337.1,2.1,-3457.9,16381.6,1344.3,-0.6,-42.0,0.1,27.9,2.5,22.8
0.3,1337.0,-0.1,-3458.0,16381.9,1344.3,-0.7,-42.0,-0.1,27.9,0.7,22.7
-0.8,1337.1,1.7,-3458.1,16382.5,1344.3,-1.0,-41.9,-0.1,27.9,1.5,22.6
2.8,1336.8,2.0,-3458.2,16375.7,1344.9,-1.1,-41.8,0.9,27.8,3.1,22.5
0.8,1336.9,-1.5,-3458.2,16381.3,1345.0,-0.3,-41.8,0.7,27.8,1.7,22.4
2.9,1336.7,1.3,-3458.3,16380.7,1345.0,0.2,-41.9,0.9,27.7,-0.5,22.5
5.7,1336.4,1.5,-3458.4,16379.3,1345.2,-0.5,-41.8,0.6,27.7,-1.4,22.5
2.5,1336.3,-1.9,-3458.2,16387.5,1344.9,-0.3,-41.8,0.4,27.7,-1.8,22.6
1.3,1336.1,-1.5,-3458.2,16386.5,1344.7,-0.3,-41.8,0.3,27.7,-2.0,22.7
1.1,1336.1,-3.3,-3458.0,16386.8,1344.5,0.1,-41.8,1.3,27.6,-1.7,22.8
-4.1,1336.4,-4.9,-3457.7,16385.7,1344.5,-0.7,-41.7,0.9,27.5,-0.3,22.8
2.3,1336.1,-5.1,-3457.4,16384.5,1344.5,-0.4,-41.7,1.3,27.5,-1.1,22.8
-3.5,1336.3,-4.0,-3457.4,16375.1,1345.1,0.5,-41.8,0.9,27.4,0.3,22.7
-2.5,1336.4,-3.5,-3457.3,16378.3,1345.3,0.9,-41.8,1.2,27.4,-1.3,22.8
-5.3,1336.7,0.7,-3457.4,16383.1,1345.3,0.7,-41.9,1.5,27.3,-1.1,22.9
-4.0,1336.9,-0.5,-3457.3,16377.3,1345.7,0.3,-41.9,1.4,27.2,-3.2,23.1
-2.0,1336.9,-4.4,-3457.1,16381.2,1345.7,0.2,-41.9,0.5,27.2,-2.5,23.2
0.1,1336.9,4.8,-3457.5,16376.7,1346.2,1.3,-42.0,0.4,27.2,-0.9,23.2
2.0,1336.7,4.7,-3457.7,16376.9,1346.6,1.1,-42.0,-0.9,27.2,-2.5,23.4
0.8,1336.7,2.4,-3457.9,16388.4,1346.2,-0.4,-41.9,-1.5,27.4,-2.4,23.5
4.5,1336.4,0.5,-3457.9,16382.7,1346.4,-0.9,-41.9,-1.6,27.4,-0.7,23.5
2.9,1336.3,3.3,-3458.1,16387.2,1346.1,-0.9,-41.8,-3.5,27.6,-0.3,23.5
